image_path,x,y,w,h
C1/1-1-3-submit-74766/024.png,637,166,458,458
C1/1-1-3-submit-74766/138.png,627,172,454,454
C1/1-1-3-submit-74766/048.png,640,142,469,469
C1/1-1-3-submit-74766/090.png,645,158,449,449
C1/1-1-3-submit-74766/006.png,631,163,469,469
C1/1-1-3-submit-74766/078.png,644,158,460,460
C1/1-1-3-submit-74766/000.png,632,166,465,465
C1/1-1-3-submit-74766/120.png,637,158,466,466
C1/1-1-3-submit-74766/018.png,629,161,472,472
C1/1-1-3-submit-74766/066.png,639,159,458,458
C1/1-1-3-submit-74766/096.png,641,151,459,459
C1/1-1-3-submit-74766/114.png,643,161,461,461
C1/1-1-3-submit-74766/126.png,635,159,457,457
C1/1-1-3-submit-74766/042.png,641,152,464,464
C1/1-1-3-submit-74766/108.png,643,160,458,458
C1/1-1-3-submit-75090/030.png,640,165,454,454
C1/1-1-3-submit-75090/012.png,626,162,482,482
C1/1-1-3-submit-75090/144.png,633,169,462,462
C1/1-1-3-submit-75090/036.png,637,166,456,456
C1/1-1-3-submit-75090/054.png,644,148,460,460
C1/1-1-3-submit-75090/072.png,639,160,458,458
C1/1-1-3-submit-75090/102.png,647,150,466,466
C1/1-1-3-submit-75090/060.png,644,155,456,456
C1/1-1-3-submit-75090/132.png,626,167,459,459
C1/1-1-3-submit-75090/084.png,649,163,460,460
C1/1-1-3-submit-75090/024.png,632,166,467,467
C1/1-1-3-submit-75090/138.png,625,166,463,463
C1/1-1-3-submit-75090/048.png,648,149,456,456
C1/1-1-3-submit-75090/090.png,643,158,456,456
C1/1-1-3-submit-75090/006.png,630,166,474,474
C1/1-1-3-submit-75090/078.png,643,159,464,464
C1/1-1-3-submit-75090/000.png,631,167,470,470
C1/1-1-3-submit-75090/120.png,644,169,457,457
C1/1-1-3-submit-75090/018.png,629,164,477,477
C1/1-1-3-submit-75090/066.png,637,159,462,462
C1/1-1-3-submit-75090/096.png,644,162,453,453
C1/1-1-3-submit-75090/114.png,636,160,472,472
C1/1-1-3-submit-75090/126.png,635,162,459,459
C1/1-1-3-submit-75090/042.png,642,159,465,465
C1/1-1-3-submit-75090/108.png,640,164,461,461
C1/1-2-2-submit-00000/030.png,778,278,362,362
C1/1-2-2-submit-00000/150.png,776,275,361,361
C1/1-2-2-submit-00000/012.png,770,281,369,369
C1/1-2-2-submit-00000/144.png,773,276,363,363
C1/1-2-2-submit-00000/036.png,781,280,360,360
C1/1-2-2-submit-00000/054.png,786,278,360,360
C1/1-2-2-submit-00000/072.png,771,282,350,350
C1/1-2-2-submit-00000/102.png,755,287,357,357
C1/1-2-2-submit-00000/060.png,780,273,364,364
C1/1-2-2-submit-00000/132.png,771,276,371,371
C1/1-2-2-submit-00000/084.png,757,282,350,350
C1/1-2-2-submit-00000/024.png,776,278,365,365
C1/1-2-2-submit-00000/138.png,772,281,364,364
C1/1-2-2-submit-00000/048.png,786,275,358,358
C1/1-2-2-submit-00000/090.png,769,284,352,352
C1/1-2-2-submit-00000/006.png,772,289,362,362
C1/1-2-2-submit-00000/168.png,769,275,369,369
C1/1-2-2-submit-00000/162.png,768,274,372,372
C1/1-2-2-submit-00000/078.png,761,281,351,351
C1/1-2-2-submit-00000/000.png,777,293,352,352
C1/1-2-2-submit-00000/120.png,775,282,347,347
C1/1-2-2-submit-00000/018.png,775,285,358,358
C1/1-2-2-submit-00000/066.png,775,274,361,361
C1/1-2-2-submit-00000/174.png,771,277,365,365
C1/1-2-2-submit-00000/096.png,752,282,360,360
C1/1-2-2-submit-00000/114.png,769,287,352,352
C1/1-2-2-submit-00000/126.png,771,279,365,365
C1/1-2-2-submit-00000/042.png,785,277,351,351
C1/1-2-2-submit-00000/156.png,768,277,370,370
C1/1-2-2-submit-00000/108.png,760,277,361,361
C1/1-2-2-submit-73549/030.png,773,272,369,369
C1/1-2-2-submit-73549/150.png,776,281,352,352
C1/1-2-2-submit-73549/012.png,775,287,357,357
C1/1-2-2-submit-73549/144.png,772,278,358,358
C1/1-2-2-submit-73549/036.png,775,268,369,369
C1/1-2-2-submit-73549/054.png,769,266,373,373
C1/1-2-2-submit-73549/072.png,751,279,358,358
C1/1-2-2-submit-73549/102.png,773,281,348,348
C1/1-2-2-submit-73549/060.png,767,271,364,364
C1/1-2-2-submit-73549/132.png,773,281,360,360
C1/1-2-2-submit-73549/084.png,748,283,363,363
C1/1-2-2-submit-73549/024.png,777,275,360,360
C1/1-2-2-submit-73549/138.png,770,276,364,364
C1/1-2-2-submit-73549/048.png,776,270,372,372
C1/1-2-2-submit-73549/090.png,751,276,371,371
C1/1-2-2-submit-73549/006.png,770,282,368,368
C1/1-2-2-submit-73549/078.png,765,277,356,356
C1/1-2-2-submit-73549/000.png,768,283,368,368
C1/1-2-2-submit-73549/120.png,768,271,372,372
C1/1-2-2-submit-73549/018.png,775,280,358,358
C1/1-2-2-submit-73549/066.png,757,280,359,359
C1/1-2-2-submit-73549/096.png,763,277,359,359
C1/1-2-2-submit-73549/114.png,770,277,366,366
C1/1-2-2-submit-73549/126.png,771,270,362,362
C1/1-2-2-submit-73549/042.png,782,269,358,358
C1/1-2-2-submit-73549/108.png,770,280,361,361
C1/1-2-2-submit-74734/030.png,783,280,352,352
C1/1-2-2-submit-74734/150.png,781,278,344,344
C1/1-2-2-submit-74734/012.png,775,285,354,354
C1/1-2-2-submit-74734/144.png,774,275,356,356
C1/1-2-2-submit-74734/036.png,784,279,351,351
C1/1-2-2-submit-74734/054.png,786,276,357,357
C1/1-2-2-submit-74734/072.png,772,282,343,343
C1/1-2-2-submit-74734/102.png,756,285,351,351
C1/1-2-2-submit-74734/060.png,780,271,361,361
C1/1-2-2-submit-74734/132.png,776,282,350,350
C1/1-2-2-submit-74734/084.png,759,285,341,341
C1/1-2-2-submit-74734/024.png,783,283,342,342
C1/1-2-2-submit-74734/138.png,776,281,351,351
C1/1-2-2-submit-74734/048.png,787,276,353,353
C1/1-2-2-submit-74734/090.png,760,281,355,355
C1/1-2-2-submit-74734/006.png,775,286,354,354
C1/1-2-2-submit-74734/168.png,776,283,348,348
C1/1-2-2-submit-74734/162.png,778,282,348,348
C1/1-2-2-submit-74734/078.png,757,280,350,350
C1/1-2-2-submit-74734/000.png,781,291,343,343
C1/1-2-2-submit-74734/120.png,776,286,338,338
C1/1-2-2-submit-74734/018.png,776,285,353,353
C1/1-2-2-submit-74734/066.png,777,274,360,360
C1/1-2-2-submit-74734/174.png,778,285,348,348
C1/1-2-2-submit-74734/096.png,754,281,359,359
C1/1-2-2-submit-74734/114.png,768,282,346,346
C1/1-2-2-submit-74734/126.png,775,283,349,349
C1/1-2-2-submit-74734/042.png,779,270,364,364
C1/1-2-2-submit-74734/156.png,775,282,353,353
C1/1-2-2-submit-74734/108.png,769,286,338,338
C1/1-2-2-submit-74766/030.png,777,276,363,363
C1/1-2-2-submit-74766/150.png,771,267,366,366
C1/1-2-2-submit-74766/012.png,765,279,372,372
C1/1-2-2-submit-74766/144.png,768,272,365,365
C1/1-2-2-submit-74766/036.png,780,275,360,360
C1/1-2-2-submit-74766/054.png,783,274,361,361
C1/1-2-2-submit-74766/072.png,765,275,360,360
C1/1-2-2-submit-74766/102.png,742,273,383,383
C1/1-2-2-submit-74766/060.png,772,266,378,378
C1/1-2-2-submit-74766/132.png,763,273,376,376
C1/1-2-2-submit-74766/084.png,749,277,364,364
C1/1-2-2-submit-74766/024.png,776,277,361,361
C1/1-2-2-submit-74766/138.png,762,269,380,380
C1/1-2-2-submit-74766/048.png,778,268,371,371
C1/1-2-2-submit-74766/090.png,757,274,370,370
C1/1-2-2-submit-74766/006.png,763,280,371,371
C1/1-2-2-submit-74766/168.png,762,273,377,377
C1/1-2-2-submit-74766/162.png,768,276,366,366
C1/1-2-2-submit-74766/078.png,752,275,364,364
C1/1-2-2-submit-74766/000.png,765,284,364,364
C1/1-2-2-submit-74766/120.png,765,276,362,362
C1/1-2-2-submit-74766/018.png,769,280,368,368
C1/1-2-2-submit-74766/066.png,772,265,375,375
C1/1-2-2-submit-74766/174.png,767,274,371,371
C1/1-2-2-submit-74766/096.png,745,276,371,371
C1/1-2-2-submit-74766/114.png,759,276,365,365
C1/1-2-2-submit-74766/126.png,766,275,368,368
C1/1-2-2-submit-74766/042.png,778,269,367,367
C1/1-2-2-submit-74766/156.png,762,270,381,381
C1/1-2-2-submit-74766/108.png,753,274,372,372
C1/1-2-2-submit-75090/030.png,784,283,349,349
C1/1-2-2-submit-75090/150.png,770,270,369,369
C1/1-2-2-submit-75090/012.png,769,284,368,368
C1/1-2-2-submit-75090/144.png,777,277,360,360
C1/1-2-2-submit-75090/036.png,783,280,350,350
C1/1-2-2-submit-75090/054.png,788,279,356,356
C1/1-2-2-submit-75090/072.png,773,285,349,349
C1/1-2-2-submit-75090/102.png,749,279,371,371
C1/1-2-2-submit-75090/060.png,780,276,361,361
C1/1-2-2-submit-75090/132.png,778,285,350,350
C1/1-2-2-submit-75090/084.png,760,284,350,350
C1/1-2-2-submit-75090/024.png,777,283,356,356
C1/1-2-2-submit-75090/138.png,774,283,355,355
C1/1-2-2-submit-75090/048.png,786,276,354,354
C1/1-2-2-submit-75090/090.png,766,285,353,353
C1/1-2-2-submit-75090/006.png,767,284,371,371
C1/1-2-2-submit-75090/168.png,772,280,357,357
C1/1-2-2-submit-75090/162.png,776,284,350,350
C1/1-2-2-submit-75090/078.png,755,281,359,359
C1/1-2-2-submit-75090/000.png,769,289,361,361
C1/1-2-2-submit-75090/120.png,774,283,349,349
C1/1-2-2-submit-75090/018.png,773,284,358,358
C1/1-2-2-submit-75090/066.png,772,271,370,370
C1/1-2-2-submit-75090/174.png,772,283,357,357
C1/1-2-2-submit-75090/096.png,754,283,365,365
C1/1-2-2-submit-75090/114.png,769,285,349,349
C1/1-2-2-submit-75090/126.png,774,283,353,353
C1/1-2-2-submit-75090/042.png,775,268,375,375
C1/1-2-2-submit-75090/156.png,771,279,362,362
C1/1-2-2-submit-75090/108.png,764,283,351,351
C1/2-1-4-submit-00000/030.png,610,226,384,384
C1/2-1-4-submit-00000/012.png,612,231,377,377
C1/2-1-4-submit-00000/144.png,612,230,375,375
C1/2-1-4-submit-00000/036.png,608,223,392,392
C1/2-1-4-submit-00000/054.png,608,218,398,398
C1/2-1-4-submit-00000/072.png,626,222,384,384
C1/2-1-4-submit-00000/102.png,607,216,394,394
C1/2-1-4-submit-00000/060.png,612,222,387,387
C1/2-1-4-submit-00000/132.png,606,226,386,386
C1/2-1-4-submit-00000/084.png,627,222,380,380
C1/2-1-4-submit-00000/024.png,611,226,386,386
C1/2-1-4-submit-00000/138.png,610,227,381,381
C1/2-1-4-submit-00000/048.png,605,204,410,410
C1/2-1-4-submit-00000/090.png,623,224,384,384
C1/2-1-4-submit-00000/006.png,612,230,382,382
C1/2-1-4-submit-00000/078.png,621,211,394,394
C1/2-1-4-submit-00000/000.png,613,228,382,382
C1/2-1-4-submit-00000/120.png,606,224,392,392
C1/2-1-4-submit-00000/018.png,613,228,385,385
C1/2-1-4-submit-00000/066.png,611,220,394,394
C1/2-1-4-submit-00000/096.png,619,221,378,378
C1/2-1-4-submit-00000/114.png,610,224,386,386
C1/2-1-4-submit-00000/126.png,610,228,383,383
C1/2-1-4-submit-00000/042.png,612,218,389,389
C1/2-1-4-submit-00000/108.png,614,226,379,379
C1/2-1-4-submit-73549/030.png,620,232,366,366
C1/2-1-4-submit-73549/012.png,618,230,372,372
C1/2-1-4-submit-73549/036.png,622,231,361,361
C1/2-1-4-submit-73549/054.png,623,229,368,368
C1/2-1-4-submit-73549/072.png,632,229,364,364
C1/2-1-4-submit-73549/102.png,616,227,365,365
C1/2-1-4-submit-73549/060.png,630,229,359,359
C1/2-1-4-submit-73549/084.png,622,228,361,361
C1/2-1-4-submit-73549/024.png,625,235,358,358
C1/2-1-4-submit-73549/048.png,617,226,377,377
C1/2-1-4-submit-73549/090.png,625,233,352,352
C1/2-1-4-submit-73549/006.png,619,231,367,367
C1/2-1-4-submit-73549/078.png,630,230,356,356
C1/2-1-4-submit-73549/000.png,623,231,362,362
C1/2-1-4-submit-73549/120.png,617,233,358,358
C1/2-1-4-submit-73549/018.png,623,233,361,361
C1/2-1-4-submit-73549/066.png,633,228,359,359
C1/2-1-4-submit-73549/096.png,611,225,381,381
C1/2-1-4-submit-73549/114.png,616,234,357,357
C1/2-1-4-submit-73549/126.png,619,233,358,358
C1/2-1-4-submit-73549/042.png,617,215,383,383
C1/2-1-4-submit-73549/108.png,615,234,362,362
C1/2-1-4-submit-74734/030.png,621,229,364,364
C1/2-1-4-submit-74734/012.png,621,228,367,367
C1/2-1-4-submit-74734/144.png,617,228,368,368
C1/2-1-4-submit-74734/036.png,614,221,380,380
C1/2-1-4-submit-74734/054.png,614,217,383,383
C1/2-1-4-submit-74734/072.png,620,216,381,381
C1/2-1-4-submit-74734/102.png,615,219,379,379
C1/2-1-4-submit-74734/060.png,617,223,380,380
C1/2-1-4-submit-74734/132.png,612,227,374,374
C1/2-1-4-submit-74734/084.png,629,223,368,368
C1/2-1-4-submit-74734/024.png,617,222,378,378
C1/2-1-4-submit-74734/138.png,608,223,382,382
C1/2-1-4-submit-74734/048.png,614,208,383,383
C1/2-1-4-submit-74734/090.png,622,221,373,373
C1/2-1-4-submit-74734/006.png,621,228,368,368
C1/2-1-4-submit-74734/078.png,627,219,370,370
C1/2-1-4-submit-74734/000.png,621,228,368,368
C1/2-1-4-submit-74734/120.png,612,216,379,379
C1/2-1-4-submit-74734/018.png,616,223,376,376
C1/2-1-4-submit-74734/066.png,621,224,372,372
C1/2-1-4-submit-74734/096.png,620,217,372,372
C1/2-1-4-submit-74734/114.png,615,223,373,373
C1/2-1-4-submit-74734/126.png,612,227,371,371
C1/2-1-4-submit-74734/042.png,618,221,378,378
C1/2-1-4-submit-74734/108.png,617,225,375,375
C1/2-1-4-submit-74766/030.png,617,227,369,369
C1/2-1-4-submit-74766/012.png,616,224,374,374
C1/2-1-4-submit-74766/144.png,607,219,383,383
C1/2-1-4-submit-74766/036.png,613,223,374,374
C1/2-1-4-submit-74766/054.png,613,215,384,384
C1/2-1-4-submit-74766/072.png,617,214,383,383
C1/2-1-4-submit-74766/102.png,614,220,375,375
C1/2-1-4-submit-74766/060.png,609,214,390,390
C1/2-1-4-submit-74766/132.png,599,218,389,389
C1/2-1-4-submit-74766/084.png,622,217,378,378
C1/2-1-4-submit-74766/024.png,615,225,377,377
C1/2-1-4-submit-74766/138.png,603,219,386,386
C1/2-1-4-submit-74766/048.png,609,206,396,396
C1/2-1-4-submit-74766/090.png,616,215,387,387
C1/2-1-4-submit-74766/006.png,612,220,380,380
C1/2-1-4-submit-74766/078.png,629,217,374,374
C1/2-1-4-submit-74766/000.png,615,223,374,374
C1/2-1-4-submit-74766/120.png,604,214,390,390
C1/2-1-4-submit-74766/018.png,618,228,374,374
C1/2-1-4-submit-74766/066.png,617,216,384,384
C1/2-1-4-submit-74766/096.png,615,214,379,379
C1/2-1-4-submit-74766/114.png,610,220,379,379
C1/2-1-4-submit-74766/126.png,603,221,382,382
C1/2-1-4-submit-74766/042.png,617,221,376,376
C1/2-1-4-submit-74766/108.png,609,214,384,384
C1/2-1-4-submit-75090/030.png,622,231,364,364
C1/2-1-4-submit-75090/012.png,619,228,370,370
C1/2-1-4-submit-75090/144.png,613,228,375,375
C1/2-1-4-submit-75090/036.png,617,229,372,372
C1/2-1-4-submit-75090/054.png,614,220,381,381
C1/2-1-4-submit-75090/072.png,626,222,370,370
C1/2-1-4-submit-75090/102.png,615,220,386,386
C1/2-1-4-submit-75090/060.png,619,228,373,373
C1/2-1-4-submit-75090/132.png,610,227,374,374
C1/2-1-4-submit-75090/084.png,630,225,369,369
C1/2-1-4-submit-75090/024.png,619,227,373,373
C1/2-1-4-submit-75090/138.png,614,227,370,370
C1/2-1-4-submit-75090/048.png,614,216,392,392
C1/2-1-4-submit-75090/090.png,619,218,382,382
C1/2-1-4-submit-75090/006.png,616,226,378,378
C1/2-1-4-submit-75090/078.png,627,219,378,378
C1/2-1-4-submit-75090/000.png,622,231,366,366
C1/2-1-4-submit-75090/120.png,607,219,391,391
C1/2-1-4-submit-75090/018.png,620,231,370,370
C1/2-1-4-submit-75090/066.png,621,227,371,371
C1/2-1-4-submit-75090/096.png,621,221,376,376
C1/2-1-4-submit-75090/114.png,608,223,388,388
C1/2-1-4-submit-75090/126.png,609,228,373,373
C1/2-1-4-submit-75090/042.png,621,224,369,369
C1/2-1-4-submit-75090/108.png,617,224,379,379
C1/2-2-1-submit-00000/030.png,785,279,378,378
C1/2-2-1-submit-00000/012.png,820,278,386,386
C1/2-2-1-submit-00000/036.png,781,273,380,380
C1/2-2-1-submit-00000/054.png,802,294,388,388
C1/2-2-1-submit-00000/072.png,819,270,375,375
C1/2-2-1-submit-00000/102.png,793,285,394,394
C1/2-2-1-submit-00000/060.png,795,297,397,397
C1/2-2-1-submit-00000/084.png,783,276,392,392
C1/2-2-1-submit-00000/024.png,788,292,369,369
C1/2-2-1-submit-00000/048.png,799,296,384,384
C1/2-2-1-submit-00000/090.png,783,275,396,396
C1/2-2-1-submit-00000/006.png,845,273,369,369
C1/2-2-1-submit-00000/078.png,799,288,386,386
C1/2-2-1-submit-00000/000.png,834,273,379,379
C1/2-2-1-submit-00000/018.png,808,295,374,374
C1/2-2-1-submit-00000/066.png,800,277,400,400
C1/2-2-1-submit-00000/096.png,789,274,403,403
C1/2-2-1-submit-00000/114.png,812,303,365,365
C1/2-2-1-submit-00000/042.png,787,277,387,387
C1/2-2-1-submit-00000/108.png,810,302,371,371
C1/2-2-1-submit-73549/030.png,771,277,391,391
C1/2-2-1-submit-73549/012.png,824,281,376,376
C1/2-2-1-submit-73549/036.png,-1,-1,-1,-1
C1/2-2-1-submit-73549/054.png,792,295,394,394
C1/2-2-1-submit-73549/072.png,778,275,408,408
C1/2-2-1-submit-73549/060.png,804,266,392,392
C1/2-2-1-submit-73549/084.png,787,282,392,392
C1/2-2-1-submit-73549/024.png,774,283,383,383
C1/2-2-1-submit-73549/048.png,788,290,406,406
C1/2-2-1-submit-73549/090.png,791,294,381,381
C1/2-2-1-submit-73549/006.png,834,269,377,377
C1/2-2-1-submit-73549/078.png,785,276,394,394
C1/2-2-1-submit-73549/000.png,835,271,373,373
C1/2-2-1-submit-73549/018.png,792,296,389,389
C1/2-2-1-submit-73549/066.png,794,283,398,398
C1/2-2-1-submit-73549/096.png,805,307,356,356
C1/2-2-1-submit-73549/042.png,781,287,422,422
C1/2-2-1-submit-74734/030.png,783,285,380,380
C1/2-2-1-submit-74734/012.png,825,289,374,374
C1/2-2-1-submit-74734/036.png,760,256,411,411
C1/2-2-1-submit-74734/054.png,795,294,397,397
C1/2-2-1-submit-74734/072.png,813,276,377,377
C1/2-2-1-submit-74734/102.png,791,293,387,387
C1/2-2-1-submit-74734/060.png,794,301,396,396
C1/2-2-1-submit-74734/084.png,776,280,406,406
C1/2-2-1-submit-74734/024.png,784,292,382,382
C1/2-2-1-submit-74734/048.png,788,294,404,404
C1/2-2-1-submit-74734/090.png,788,284,389,389
C1/2-2-1-submit-74734/006.png,842,279,360,360
C1/2-2-1-submit-74734/078.png,801,291,379,379
C1/2-2-1-submit-74734/000.png,843,281,360,360
C1/2-2-1-submit-74734/018.png,799,291,384,384
C1/2-2-1-submit-74734/066.png,797,287,391,391
C1/2-2-1-submit-74734/096.png,798,290,375,375
C1/2-2-1-submit-74734/114.png,801,303,368,368
C1/2-2-1-submit-74734/042.png,-1,-1,-1,-1
C1/2-2-1-submit-74734/108.png,800,306,365,365
C1/2-2-1-submit-74766/030.png,781,280,370,370
C1/2-2-1-submit-74766/012.png,821,283,376,376
C1/2-2-1-submit-74766/036.png,-1,-1,-1,-1
C1/2-2-1-submit-74766/054.png,795,291,401,401
C1/2-2-1-submit-74766/072.png,806,263,390,390
C1/2-2-1-submit-74766/102.png,792,287,391,391
C1/2-2-1-submit-74766/060.png,800,304,380,380
C1/2-2-1-submit-74766/084.png,779,269,410,410
C1/2-2-1-submit-74766/024.png,788,287,357,357
C1/2-2-1-submit-74766/048.png,791,295,395,395
C1/2-2-1-submit-74766/090.png,788,275,389,389
C1/2-2-1-submit-74766/006.png,841,275,366,366
C1/2-2-1-submit-74766/078.png,800,289,380,380
C1/2-2-1-submit-74766/000.png,840,279,363,363
C1/2-2-1-submit-74766/018.png,806,289,362,362
C1/2-2-1-submit-74766/066.png,798,277,391,391
C1/2-2-1-submit-74766/096.png,793,274,397,397
C1/2-2-1-submit-74766/114.png,797,295,383,383
C1/2-2-1-submit-74766/042.png,777,275,401,401
C1/2-2-1-submit-74766/108.png,794,292,390,390
C1/2-2-1-submit-75090/030.png,780,284,385,385
C1/2-2-1-submit-75090/012.png,828,283,372,372
C1/2-2-1-submit-75090/036.png,768,266,400,400
C1/2-2-1-submit-75090/054.png,795,290,401,401
C1/2-2-1-submit-75090/072.png,810,272,381,381
C1/2-2-1-submit-75090/102.png,790,282,388,388
C1/2-2-1-submit-75090/060.png,792,297,395,395
C1/2-2-1-submit-75090/084.png,777,276,401,401
C1/2-2-1-submit-75090/024.png,784,292,369,369
C1/2-2-1-submit-75090/048.png,794,296,396,396
C1/2-2-1-submit-75090/090.png,782,271,405,405
C1/2-2-1-submit-75090/006.png,839,272,371,371
C1/2-2-1-submit-75090/078.png,794,278,400,400
C1/2-2-1-submit-75090/000.png,837,274,371,371
C1/2-2-1-submit-75090/018.png,810,291,367,367
C1/2-2-1-submit-75090/066.png,797,273,404,404
C1/2-2-1-submit-75090/096.png,794,280,387,387
C1/2-2-1-submit-75090/114.png,796,293,389,389
C1/2-2-1-submit-75090/042.png,779,275,401,401
C1/2-2-1-submit-75090/108.png,797,294,379,379
C1/5-1-1-submit-00000/030.png,953,218,422,422
C1/5-1-1-submit-00000/012.png,959,226,409,409
C1/5-1-1-submit-00000/036.png,966,214,418,418
C1/5-1-1-submit-00000/054.png,929,200,427,427
C1/5-1-1-submit-00000/072.png,953,191,432,432
C1/5-1-1-submit-00000/060.png,933,186,442,442
C1/5-1-1-submit-00000/084.png,948,199,416,416
C1/5-1-1-submit-00000/024.png,951,217,412,412
C1/5-1-1-submit-00000/048.png,919,204,433,433
C1/5-1-1-submit-00000/090.png,928,211,424,424
C1/5-1-1-submit-00000/006.png,956,219,421,421
C1/5-1-1-submit-00000/078.png,947,187,440,440
C1/5-1-1-submit-00000/000.png,955,218,419,419
C1/5-1-1-submit-00000/018.png,946,218,421,421
C1/5-1-1-submit-00000/066.png,951,200,424,424
C1/5-1-1-submit-00000/096.png,921,207,428,428
C1/5-1-1-submit-00000/042.png,920,216,427,427
C1/5-1-1-submit-73549/030.png,959,234,403,403
C1/5-1-1-submit-73549/012.png,957,234,407,407
C1/5-1-1-submit-73549/036.png,966,221,416,416
C1/5-1-1-submit-73549/054.png,936,211,413,413
C1/5-1-1-submit-73549/072.png,961,208,404,404
C1/5-1-1-submit-73549/060.png,933,188,447,447
C1/5-1-1-submit-73549/084.png,955,211,403,403
C1/5-1-1-submit-73549/024.png,946,220,423,423
C1/5-1-1-submit-73549/048.png,927,219,417,417
C1/5-1-1-submit-73549/090.png,937,221,405,405
C1/5-1-1-submit-73549/006.png,958,225,420,420
C1/5-1-1-submit-73549/078.png,954,198,423,423
C1/5-1-1-submit-73549/000.png,965,230,406,406
